CAFA	Predikcija	Skor	UniProt	Uniprot1	UniProt2
T96060016933	GO:0005739	fp	Q9NYV8	T2R14_HUMAN	T2R14_HUMAN
T96060016941	GO:0005739	fp	P59535	T2R40_HUMAN	T2R40_HUMAN
T96060016947	GO:0005739	fp	P59544	T2R50_HUMAN	T2R50_HUMAN
T96060016949	GO:0005739	fp	Q96EM0	T3HPD_HUMAN	T3HPD_HUMAN
T96060016950	GO:0005739	fp	Q9Y228	T3JAM_HUMAN	T3JAM_HUMAN
T96060016951	GO:0005739	fp	Q96CE8	T4S18_HUMAN	T4S18_HUMAN
T96060016952	GO:0005739	fp	Q96DZ7	T4S19_HUMAN	T4S19_HUMAN
T96060016953	GO:0005739	fp	P30408	T4S1_HUMAN	T4S1_HUMAN
T96060016967	GO:0005739	fp	Q9NYW3	TA2R7_HUMAN	TA2R7_HUMAN
T96060016975	GO:0005739	fp	O14804	TAAR5_HUMAN	TAAR5_HUMAN
T96060016979	GO:0005739	fp	Q15750	TAB1_HUMAN	TAB1_HUMAN
T96060016981	GO:0005739	fp	Q8N5C8	TAB3_HUMAN	TAB3_HUMAN
T96060016982	GO:0005739	fp	Q8N9U0	TAC2N_HUMAN	TAC2N_HUMAN
T96060016993	GO:0005739	fp	Q13148	TADBP_HUMAN	TADBP_HUMAN
T96060016996	GO:0005739	fp	Q16514	TAF12_HUMAN	TAF12_HUMAN
T96060016999	GO:0005739	fp	Q53T94	TAF1B_HUMAN	TAF1B_HUMAN
T96060017008	GO:0005739	fp	O75529	TAF5L_HUMAN	TAF5L_HUMAN
T96060017016	GO:0005739	fp	Q16594	TAF9_HUMAN	TAF9_HUMAN
T96060017032	GO:0005739	fp	Q9H2K8	TAOK3_HUMAN	TAOK3_HUMAN
T96060017060	GO:0005739	fp	Q13748	TBA3C_HUMAN	TBA3C_HUMAN
T96060017068	GO:0005739	fp	Q13885	TBB2A_HUMAN	TBB2A_HUMAN
T96060017069	GO:0005739	fp	Q9BVA1	TBB2B_HUMAN	TBB2B_HUMAN
T96060017076	GO:0005739	fp	Q3ZCM7	TBB8_HUMAN	TBB8_HUMAN
T96060017080	GO:0005739	fp	Q8TC07	TBC15_HUMAN	TBC15_HUMAN
T96060017083	GO:0005739	fp	Q8N5T2	TBC19_HUMAN	TBC19_HUMAN
T96060017087	GO:0005739	fp	Q9ULP9	TBC24_HUMAN	TBC24_HUMAN
T96060017092	GO:0005739	fp	Q9Y2I9	TBC30_HUMAN	TBC30_HUMAN
T96060017105	GO:0005739	fp	Q0IIM8	TBC8B_HUMAN	TBC8B_HUMAN
T96060017117	GO:0005739	fp	Q9BTW9	TBCD_HUMAN	TBCD_HUMAN
T96060017130	GO:0005739	fp	O60907	TBL1X_HUMAN	TBL1X_HUMAN
T96060017134	GO:0005739	fp	P62380	TBPL1_HUMAN	TBPL1_HUMAN
T96060017136	GO:0005739	fp	P20226	TBP_HUMAN	TBP_HUMAN
T96060017143	GO:0005739	fp	O60806	TBX19_HUMAN	TBX19_HUMAN
T96060017150	GO:0005739	fp	P57082	TBX4_HUMAN	TBX4_HUMAN
T96060017158	GO:0005739	fp	A6NFQ2	TCAF2_HUMAN	TCAF2_HUMAN
T96060017161	GO:0005739	fp	Q9H3H9	TCAL2_HUMAN	TCAL2_HUMAN
T96060017166	GO:0005739	fp	Q9BRU2	TCAL7_HUMAN	TCAL7_HUMAN
T96060017170	GO:0005739	fp	Q86XR7	TCAM2_HUMAN	TCAM2_HUMAN
T96060017172	GO:0005739	fp	P23193	TCEA1_HUMAN	TCEA1_HUMAN
T96060017195	GO:0005739	fp	P53999	TCP4_HUMAN	TCP4_HUMAN
T96060017199	GO:0005739	fp	P48643	TCPE_HUMAN	TCPE_HUMAN
T96060017210	GO:0005739	fp	Q5VWI1	TCRGL_HUMAN	TCRGL_HUMAN
T96060017216	GO:0005739	fp	P51864	TDGF3_HUMAN	TDGF3_HUMAN
T96060017226	GO:0005739	fp	Q8NAT2	TDRD5_HUMAN	TDRD5_HUMAN
T96060017237	GO:0005739	fp	Q99594	TEAD3_HUMAN	TEAD3_HUMAN
T96060017247	GO:0005739	fp	O75443	TECTA_HUMAN	TECTA_HUMAN
T96060017248	GO:0005739	fp	Q96PL2	TECTB_HUMAN	TECTB_HUMAN
T96060017250	GO:0005739	fp	Q5T9Z0	TEDM1_HUMAN	TEDM1_HUMAN
T96060017265	GO:0005739	fp	Q9P273	TEN3_HUMAN	TEN3_HUMAN
T96060017269	GO:0005739	fp	Q92752	TENR_HUMAN	TENR_HUMAN
T96060017284	GO:0005739	fp	Q96S53	TESK2_HUMAN	TESK2_HUMAN
T96060017286	GO:0005739	fp	Q9Y6M0	TEST_HUMAN	TEST_HUMAN
T96060017292	GO:0005739	fp	Q9NXF1	TEX10_HUMAN	TEX10_HUMAN
T96060017294	GO:0005739	fp	Q9BXU0	TEX12_HUMAN	TEX12_HUMAN
T96060017298	GO:0005739	fp	C9J3V5	TEX22_HUMAN	TEX22_HUMAN
T96060017303	GO:0005739	fp	Q5JUR7	TEX30_HUMAN	TEX30_HUMAN
T96060017313	GO:0005739	fp	Q9UNN4	TF2AY_HUMAN	TF2AY_HUMAN
T96060017314	GO:0005739	fp	Q00403	TF2B_HUMAN	TF2B_HUMAN
T96060017315	GO:0005739	fp	P32780	TF2H1_HUMAN	TF2H1_HUMAN
T96060017318	GO:0005739	fp	Q92759	TF2H4_HUMAN	TF2H4_HUMAN
T96060017322	GO:0005739	fp	Q8IUE0	TF2LY_HUMAN	TF2LY_HUMAN
T96060017325	GO:0005739	fp	Q12789	TF3C1_HUMAN	TF3C1_HUMAN
T96060017326	GO:0005739	fp	Q8WUA4	TF3C2_HUMAN	TF3C2_HUMAN
T96060017328	GO:0005739	fp	Q9UKN8	TF3C4_HUMAN	TF3C4_HUMAN
T96060017341	GO:0005739	fp	Q5H9I0	TFDP3_HUMAN	TFDP3_HUMAN
T96060017344	GO:0005739	fp	P19484	TFEB_HUMAN	TFEB_HUMAN
T96060017354	GO:0005739	fp	P0C1Z6	TFPT_HUMAN	TFPT_HUMAN
T96060017368	GO:0005739	fp	Q15583	TGIF1_HUMAN	TGIF1_HUMAN
T96060017370	GO:0005739	fp	P22735	TGM1_HUMAN	TGM1_HUMAN
T96060017376	GO:0005739	fp	Q96PF1	TGM7_HUMAN	TGM7_HUMAN
T96060017382	GO:0005739	fp	Q96EK4	THA11_HUMAN	THA11_HUMAN
T96060017387	GO:0005739	fp	Q8WY91	THAP4_HUMAN	THAP4_HUMAN
T96060017389	GO:0005739	fp	Q8TBB0	THAP6_HUMAN	THAP6_HUMAN
T96060017392	GO:0005739	fp	Q9H5L6	THAP9_HUMAN	THAP9_HUMAN
T96060017402	GO:0005739	fp	Q9BWD1	THIC_HUMAN	THIC_HUMAN
T96060017407	GO:0005739	fp	P10599	THIO_HUMAN	THIO_HUMAN
T96060017413	GO:0005739	fp	Q8NI27	THOC2_HUMAN	THOC2_HUMAN
T96060017414	GO:0005739	fp	Q96J01	THOC3_HUMAN	THOC3_HUMAN
T96060017423	GO:0005739	fp	Q9C0I4	THS7B_HUMAN	THS7B_HUMAN
T96060017425	GO:0005739	fp	Q6ZMP0	THSD4_HUMAN	THSD4_HUMAN
T96060017439	GO:0005739	fp	O95411	TIAF1_HUMAN	TIAF1_HUMAN
T96060017446	GO:0005739	fp	Q7Z2Z1	TICRR_HUMAN	TICRR_HUMAN
T96060017450	GO:0005739	fp	O15164	TIF1A_HUMAN	TIF1A_HUMAN
T96060017454	GO:0005739	fp	P49788	TIG1_HUMAN	TIG1_HUMAN
T96060017462	GO:0005739	fp	Q6NT04	TIGD7_HUMAN	TIGD7_HUMAN
T96060017463	GO:0005739	fp	Q495A1	TIGIT_HUMAN	TIGIT_HUMAN
T96060017466	GO:0005739	fp	Q86X45	TILB_HUMAN	TILB_HUMAN
T96060017481	GO:0005739	fp	P16035	TIMP2_HUMAN	TIMP2_HUMAN
T96060017490	GO:0005739	fp	O75663	TIPRL_HUMAN	TIPRL_HUMAN
T96060017491	GO:0005739	fp	Q8TB96	TIP_HUMAN	TIP_HUMAN
T96060017497	GO:0005739	fp	Q5JTD0	TJAP1_HUMAN	TJAP1_HUMAN
T96060017512	GO:0005739	fp	Q04727	TLE4_HUMAN	TLE4_HUMAN
T96060017518	GO:0005739	fp	Q9Y490	TLN1_HUMAN	TLN1_HUMAN
T96060017519	GO:0005739	fp	Q9Y4G6	TLN2_HUMAN	TLN2_HUMAN
T96060017521	GO:0005739	fp	Q15399	TLR1_HUMAN	TLR1_HUMAN
T96060017525	GO:0005739	fp	O60602	TLR5_HUMAN	TLR5_HUMAN
T96060017532	GO:0005739	fp	O43711	TLX3_HUMAN	TLX3_HUMAN
T96060017537	GO:0005739	fp	Q8NE00	TM104_HUMAN	TM104_HUMAN
T96060017540	GO:0005739	fp	Q6UXF1	TM108_HUMAN	TM108_HUMAN
T96060017542	GO:0005739	fp	Q8TBZ6	TM10A_HUMAN	TM10A_HUMAN
T96060017546	GO:0005739	fp	Q8NCL8	TM116_HUMAN	TM116_HUMAN
T96060017550	GO:0005739	fp	Q86T26	TM11B_HUMAN	TM11B_HUMAN
T96060017562	GO:0005739	fp	Q9H6X4	TM134_HUMAN	TM134_HUMAN
T96060017563	GO:0005739	fp	Q86UB9	TM135_HUMAN	TM135_HUMAN
T96060017564	GO:0005739	fp	Q6ZRR5	TM136_HUMAN	TM136_HUMAN
T96060017575	GO:0005739	fp	Q9NUH8	TM14B_HUMAN	TM14B_HUMAN
T96060017578	GO:0005739	fp	Q6UXP3	TM14E_HUMAN	TM14E_HUMAN
T96060017589	GO:0005739	fp	Q96HH4	TM169_HUMAN	TM169_HUMAN
T96060017594	GO:0005739	fp	Q9P2C4	TM181_HUMAN	TM181_HUMAN
T96060017609	GO:0005739	fp	Q9BSN7	TM204_HUMAN	TM204_HUMAN
T96060017632	GO:0005739	fp	C9JQI7	TM232_HUMAN	TM232_HUMAN
T96060017647	GO:0005739	fp	A6NEH6	TM247_HUMAN	TM247_HUMAN
T96060017649	GO:0005739	fp	Q2WGJ8	TM249_HUMAN	TM249_HUMAN
T96060017653	GO:0005739	fp	Q8TBM7	TM254_HUMAN	TM254_HUMAN
T96060017672	GO:0005739	fp	Q5BJD5	TM41B_HUMAN	TM41B_HUMAN
T96060017694	GO:0005739	fp	Q96EY4	TMA16_HUMAN	TMA16_HUMAN
T96060017695	GO:0005739	fp	Q9Y2S6	TMA7_HUMAN	TMA7_HUMAN
T96060017697	GO:0005739	fp	Q8TDI7	TMC2_HUMAN	TMC2_HUMAN
T96060017701	GO:0005739	fp	A8MYB1	TMC5B_HUMAN	TMC5B_HUMAN
T96060017709	GO:0005739	fp	Q9UM00	TMCO1_HUMAN	TMCO1_HUMAN
T96060017711	GO:0005739	fp	Q6UWJ1	TMCO3_HUMAN	TMCO3_HUMAN
T96060017712	GO:0005739	fp	Q5TGY1	TMCO4_HUMAN	TMCO4_HUMAN
T96060017715	GO:0005739	fp	Q15363	TMED2_HUMAN	TMED2_HUMAN
T96060017716	GO:0005739	fp	Q9Y3Q3	TMED3_HUMAN	TMED3_HUMAN
T96060017735	GO:0005739	fp	Q96BF3	TMIG2_HUMAN	TMIG2_HUMAN
T96060017736	GO:0005739	fp	P0DMS9	TMIG3_HUMAN	TMIG3_HUMAN
T96060017741	GO:0005739	fp	Q96HH6	TMM19_HUMAN	TMM19_HUMAN
T96060017744	GO:0005739	fp	Q9HBJ8	TMM27_HUMAN	TMM27_HUMAN
T96060017755	GO:0005739	fp	Q6P2H8	TMM53_HUMAN	TMM53_HUMAN
T96060017757	GO:0005739	fp	Q96MV1	TMM56_HUMAN	TMM56_HUMAN
T96060017782	GO:0005739	fp	Q6ZNR0	TMM91_HUMAN	TMM91_HUMAN
T96060017795	GO:0005739	fp	O15393	TMPS2_HUMAN	TMPS2_HUMAN
T96060017813	GO:0005739	fp	Q9H1E5	TMX4_HUMAN	TMX4_HUMAN
T96060017821	GO:0005739	fp	O75888	TNF13_HUMAN	TNF13_HUMAN
T96060017825	GO:0005739	fp	O95407	TNF6B_HUMAN	TNF6B_HUMAN
T96060017831	GO:0005739	fp	P32971	TNFL8_HUMAN	TNFL8_HUMAN
T96060017834	GO:0005739	fp	Q9C0B7	TNG6_HUMAN	TNG6_HUMAN
T96060017843	GO:0005739	fp	Q9H2S6	TNMD_HUMAN	TNMD_HUMAN
T96060017859	GO:0005739	fp	Q02223	TNR17_HUMAN	TNR17_HUMAN
T96060017860	GO:0005739	fp	Q9Y5U5	TNR18_HUMAN	TNR18_HUMAN
T96060017861	GO:0005739	fp	Q9NS68	TNR19_HUMAN	TNR19_HUMAN
T96060017864	GO:0005739	fp	O75509	TNR21_HUMAN	TNR21_HUMAN
T96060017869	GO:0005739	fp	P25942	TNR5_HUMAN	TNR5_HUMAN
T96060017870	GO:0005739	fp	Q8NDV7	TNR6A_HUMAN	TNR6A_HUMAN
T96060017873	GO:0005739	fp	P25445	TNR6_HUMAN	TNR6_HUMAN
T96060017875	GO:0005739	fp	Q07011	TNR9_HUMAN	TNR9_HUMAN
T96060017877	GO:0005739	fp	Q7Z2V1	TNT_HUMAN	TNT_HUMAN
T96060017880	GO:0005739	fp	P50616	TOB1_HUMAN	TOB1_HUMAN
T96060017903	GO:0005739	fp	Q92547	TOPB1_HUMAN	TOPB1_HUMAN
T96060017908	GO:0005739	fp	O14657	TOR1B_HUMAN	TOR1B_HUMAN
T96060017912	GO:0005739	fp	Q9NXH8	TOR4A_HUMAN	TOR4A_HUMAN
T96060017917	GO:0005739	fp	Q93096	TP4A1_HUMAN	TP4A1_HUMAN
T96060017931	GO:0005739	fp	A5PLN9	TPC13_HUMAN	TPC13_HUMAN
T96060017932	GO:0005739	fp	Q9ULQ1	TPC1_HUMAN	TPC1_HUMAN
T96060017955	GO:0005739	fp	P67936	TPM4_HUMAN	TPM4_HUMAN
T96060017960	GO:0005739	fp	P29144	TPP2_HUMAN	TPP2_HUMAN
T96060017963	GO:0005739	fp	Q9Y296	TPPC4_HUMAN	TPPC4_HUMAN
T96060017967	GO:0005739	fp	P59282	TPPP2_HUMAN	TPPP2_HUMAN
T96060017968	GO:0005739	fp	Q9BW30	TPPP3_HUMAN	TPPP3_HUMAN
T96060017973	GO:0005739	fp	Q9Y3C4	TPRKB_HUMAN	TPRKB_HUMAN
T96060017979	GO:0005739	fp	O15533	TPSN_HUMAN	TPSN_HUMAN
T96060018003	GO:0005739	fp	C9J1S8	TR49D_HUMAN	TR49D_HUMAN
T96060018004	GO:0005739	fp	A6NMA1	TR5OS_HUMAN	TR5OS_HUMAN
T96060018007	GO:0005739	fp	A6NLI5	TR64C_HUMAN	TR64C_HUMAN
T96060018022	GO:0005739	fp	O60296	TRAK2_HUMAN	TRAK2_HUMAN
T96060018034	GO:0005739	fp	Q13061	TRDN_HUMAN	TRDN_HUMAN
T96060018041	GO:0005739	fp	P02787	TRFE_HUMAN	TRFE_HUMAN
T96060018043	GO:0005739	fp	P08582	TRFM_HUMAN	TRFM_HUMAN
T96060018048	GO:0005739	fp	Q9UKU6	TRHDE_HUMAN	TRHDE_HUMAN
T96060018050	GO:0005739	fp	P20396	TRH_HUMAN	TRH_HUMAN
T96060018051	GO:0005739	fp	Q9UDY6	TRI10_HUMAN	TRI10_HUMAN
T96060018052	GO:0005739	fp	Q96F44	TRI11_HUMAN	TRI11_HUMAN
T96060018055	GO:0005739	fp	Q9C019	TRI15_HUMAN	TRI15_HUMAN
T96060018056	GO:0005739	fp	O95361	TRI16_HUMAN	TRI16_HUMAN
T96060018057	GO:0005739	fp	Q9Y577	TRI17_HUMAN	TRI17_HUMAN
T96060018067	GO:0005739	fp	Q9UPN9	TRI33_HUMAN	TRI33_HUMAN
T96060018085	GO:0005739	fp	Q9BSJ1	TRI51_HUMAN	TRI51_HUMAN
T96060018093	GO:0005739	fp	Q5EBN2	TRI61_HUMAN	TRI61_HUMAN
T96060018095	GO:0005739	fp	Q969Q1	TRI63_HUMAN	TRI63_HUMAN
T96060018105	GO:0005739	fp	A6NK02	TRI75_HUMAN	TRI75_HUMAN
T96060018114	GO:0005739	fp	O75382	TRIM3_HUMAN	TRIM3_HUMAN
T96060018118	GO:0005739	fp	Q9C029	TRIM7_HUMAN	TRIM7_HUMAN
T96060018119	GO:0005739	fp	Q9BZR9	TRIM8_HUMAN	TRIM8_HUMAN
T96060018121	GO:0005739	fp	Q8N9V2	TRIML_HUMAN	TRIML_HUMAN
T96060018133	GO:0005739	fp	Q8IZ69	TRM2A_HUMAN	TRM2A_HUMAN
T96060018141	GO:0005739	fp	Q86YW5	TRML1_HUMAN	TRML1_HUMAN
T96060018145	GO:0005739	fp	O15050	TRNK1_HUMAN	TRNK1_HUMAN
T96060018151	GO:0005739	fp	P48995	TRPC1_HUMAN	TRPC1_HUMAN
T96060018164	GO:0005739	fp	Q7Z2W7	TRPM8_HUMAN	TRPM8_HUMAN
T96060018169	GO:0005739	fp	Q8NET8	TRPV3_HUMAN	TRPV3_HUMAN
T96060018187	GO:0005739	fp	Q9NRR2	TRYG1_HUMAN	TRYG1_HUMAN
T96060018190	GO:0005739	fp	Q8TE23	TS1R2_HUMAN	TS1R2_HUMAN
T96060018199	GO:0005739	fp	Q9BZW7	TSG10_HUMAN	TSG10_HUMAN
T96060018213	GO:0005739	fp	O95857	TSN13_HUMAN	TSN13_HUMAN
T96060018227	GO:0005739	fp	P62079	TSN5_HUMAN	TSN5_HUMAN
T96060018234	GO:0005739	fp	Q15631	TSN_HUMAN	TSN_HUMAN
T96060018254	GO:0005739	fp	Q9BXA7	TSSK1_HUMAN	TSSK1_HUMAN
T96060018255	GO:0005739	fp	Q96PF2	TSSK2_HUMAN	TSSK2_HUMAN
T96060018261	GO:0005739	fp	Q5T7W7	TSTD2_HUMAN	TSTD2_HUMAN
T96060018276	GO:0005739	fp	Q8N584	TT39C_HUMAN	TT39C_HUMAN
T96060018277	GO:0005739	fp	Q5TCY1	TTBK1_HUMAN	TTBK1_HUMAN
T96060018280	GO:0005739	fp	Q8NBP0	TTC13_HUMAN	TTC13_HUMAN
T96060018282	GO:0005739	fp	Q8NEE8	TTC16_HUMAN	TTC16_HUMAN
T96060018285	GO:0005739	fp	Q99614	TTC1_HUMAN	TTC1_HUMAN
T96060018325	GO:0005739	fp	Q6EMB2	TTLL5_HUMAN	TTLL5_HUMAN
T96060018326	GO:0005739	fp	Q8N841	TTLL6_HUMAN	TTLL6_HUMAN
T96060018330	GO:0005739	fp	Q8NG68	TTL_HUMAN	TTL_HUMAN
T96060018348	GO:0005739	fp	Q2TAM9	TUSC1_HUMAN	TUSC1_HUMAN
T96060018371	GO:0005739	fp	Q9BXU2	TX13B_HUMAN	TX13B_HUMAN
T96060018379	GO:0005739	fp	Q9P2K2	TXD16_HUMAN	TXD16_HUMAN
T96060018383	GO:0005739	fp	P40222	TXLNA_HUMAN	TXLNA_HUMAN
T96060018387	GO:0005739	fp	Q9NX01	TXN4B_HUMAN	TXN4B_HUMAN
T96060018390	GO:0005739	fp	Q8NBS9	TXND5_HUMAN	TXND5_HUMAN
T96060018393	GO:0005739	fp	O14530	TXND9_HUMAN	TXND9_HUMAN
T96060018396	GO:0005739	fp	O43396	TXNL1_HUMAN	TXNL1_HUMAN
T96060018408	GO:0005739	fp	Q06418	TYRO3_HUMAN	TYRO3_HUMAN
T96060018417	GO:0005739	fp	Q6IPR3	TYW3_HUMAN	TYW3_HUMAN
T96060018419	GO:0005739	fp	A2RUC4	TYW5_HUMAN	TYW5_HUMAN
T96060018422	GO:0005739	fp	Q13432	U119A_HUMAN	U119A_HUMAN
T96060018444	GO:0005739	fp	Q16560	U1SBP_HUMAN	U1SBP_HUMAN
T96060018454	GO:0005739	fp	O43818	U3IP2_HUMAN	U3IP2_HUMAN
T96060018455	GO:0005739	fp	O75643	U520_HUMAN	U520_HUMAN
T96060018467	GO:0005739	fp	Q9Y2X8	UB2D4_HUMAN	UB2D4_HUMAN
T96060018492	GO:0005739	fp	Q8IYN6	UBAD2_HUMAN	UBAD2_HUMAN
T96060018496	GO:0005739	fp	P61081	UBC12_HUMAN	UBC12_HUMAN
T96060018502	GO:0005739	fp	P63146	UBE2B_HUMAN	UBE2B_HUMAN
T96060018516	GO:0005739	fp	Q15386	UBE3C_HUMAN	UBE3C_HUMAN
T96060018518	GO:0005739	fp	Q14139	UBE4A_HUMAN	UBE4A_HUMAN
T96060018522	GO:0005739	fp	P0CB47	UBFL1_HUMAN	UBFL1_HUMAN
T96060018523	GO:0005739	fp	P0CB48	UBFL6_HUMAN	UBFL6_HUMAN
T96060018527	GO:0005739	fp	Q9NZI7	UBIP1_HUMAN	UBIP1_HUMAN
T96060018539	GO:0005739	fp	P54578	UBP14_HUMAN	UBP14_HUMAN
T96060018541	GO:0005739	fp	Q9Y5T5	UBP16_HUMAN	UBP16_HUMAN
T96060018544	GO:0005739	fp	O94782	UBP1_HUMAN	UBP1_HUMAN
T96060018550	GO:0005739	fp	Q9BXU7	UBP26_HUMAN	UBP26_HUMAN
T96060018555	GO:0005739	fp	O75604	UBP2_HUMAN	UBP2_HUMAN
T96060018561	GO:0005739	fp	Q9P2H5	UBP35_HUMAN	UBP35_HUMAN
T96060018567	GO:0005739	fp	Q3LFD5	UBP41_HUMAN	UBP41_HUMAN
T96060018587	GO:0005739	fp	Q9H347	UBQL3_HUMAN	UBQL3_HUMAN
T96060018590	GO:0005739	fp	Q8IWV7	UBR1_HUMAN	UBR1_HUMAN
T96060018591	GO:0005739	fp	Q8IWV8	UBR2_HUMAN	UBR2_HUMAN
T96060018605	GO:0005739	fp	Q92575	UBXN4_HUMAN	UBXN4_HUMAN
T96060018614	GO:0005739	fp	Q9NWZ5	UCKL1_HUMAN	UCKL1_HUMAN
T96060018641	GO:0005739	fp	P36537	UDB10_HUMAN	UDB10_HUMAN
T96060018642	GO:0005739	fp	O75310	UDB11_HUMAN	UDB11_HUMAN
T96060018645	GO:0005739	fp	Q9BY64	UDB28_HUMAN	UDB28_HUMAN
T96060018648	GO:0005739	fp	Q9Y3C8	UFC1_HUMAN	UFC1_HUMAN
T96060018652	GO:0005739	fp	P30530	UFO_HUMAN	UFO_HUMAN
T96060018660	GO:0005739	fp	Q8TAS1	UHMK1_HUMAN	UHMK1_HUMAN
T96060018667	GO:0005739	fp	Q13564	ULA1_HUMAN	ULA1_HUMAN
T96060018670	GO:0005739	fp	Q6PHR2	ULK3_HUMAN	ULK3_HUMAN
T96060018679	GO:0005739	fp	Q9H3U1	UN45A_HUMAN	UN45A_HUMAN
T96060018683	GO:0005739	fp	Q9H1C4	UN93B_HUMAN	UN93B_HUMAN
T96060018685	GO:0005739	fp	Q53HI1	UNC50_HUMAN	UNC50_HUMAN
T96060018687	GO:0005739	fp	Q8IZJ1	UNC5B_HUMAN	UNC5B_HUMAN
T96060018689	GO:0005739	fp	Q6UXZ4	UNC5D_HUMAN	UNC5D_HUMAN
T96060018694	GO:0005739	fp	Q9C0B0	UNK_HUMAN	UNK_HUMAN
T96060018698	GO:0005739	fp	O00526	UPK2_HUMAN	UPK2_HUMAN
T96060018700	GO:0005739	fp	Q9BT76	UPK3B_HUMAN	UPK3B_HUMAN
T96060018711	GO:0005739	fp	Q14146	URB2_HUMAN	URB2_HUMAN
T96060018735	GO:0005739	fp	Q9BVJ6	UT14A_HUMAN	UT14A_HUMAN
T96060018736	GO:0005739	fp	Q5TAP6	UT14C_HUMAN	UT14C_HUMAN
T96060018750	GO:0005739	fp	O95399	UTS2_HUMAN	UTS2_HUMAN
T96060018756	GO:0005739	fp	P37288	V1AR_HUMAN	V1AR_HUMAN
T96060018757	GO:0005739	fp	P47901	V1BR_HUMAN	V1BR_HUMAN
T96060018766	GO:0005739	fp	P63027	VAMP2_HUMAN	VAMP2_HUMAN
T96060018774	GO:0005739	fp	Q9P0L0	VAPA_HUMAN	VAPA_HUMAN
T96060018775	GO:0005739	fp	O95292	VAPB_HUMAN	VAPB_HUMAN
T96060018790	GO:0005739	fp	P36543	VATE1_HUMAN	VATE1_HUMAN
T96060018821	GO:0005739	fp	O43915	VEGFD_HUMAN	VEGFD_HUMAN
T96060018833	GO:0005739	fp	Q9P2U7	VGLU1_HUMAN	VGLU1_HUMAN
T96060018836	GO:0005739	fp	Q6RSH7	VHLL_HUMAN	VHLL_HUMAN
T96060018839	GO:0005739	fp	Q00341	VIGLN_HUMAN	VIGLN_HUMAN
T96060018841	GO:0005739	fp	O15195	VILL_HUMAN	VILL_HUMAN
T96060018845	GO:0005739	fp	Q6PFW1	VIP1_HUMAN	VIP1_HUMAN
T96060018864	GO:0005739	fp	Q7Z5L0	VMO1_HUMAN	VMO1_HUMAN
T96060018869	GO:0005739	fp	Q7Z5H5	VN1R4_HUMAN	VN1R4_HUMAN
T96060018871	GO:0005739	fp	O95497	VNN1_HUMAN	VNN1_HUMAN
T96060018873	GO:0005739	fp	Q9NY84	VNN3_HUMAN	VNN3_HUMAN
T96060018875	GO:0005739	fp	Q96AW1	VOPP1_HUMAN	VOPP1_HUMAN
T96060018883	GO:0005739	fp	Q96AX1	VP33A_HUMAN	VP33A_HUMAN
T96060018888	GO:0005739	fp	Q86XT2	VP37D_HUMAN	VP37D_HUMAN
T96060018889	GO:0005739	fp	Q9Y2B5	VP9D1_HUMAN	VP9D1_HUMAN
T96060018901	GO:0005739	fp	Q93050	VPP1_HUMAN	VPP1_HUMAN
T96060018909	GO:0005739	fp	Q9H269	VPS16_HUMAN	VPS16_HUMAN
T96060018921	GO:0005739	fp	Q96JG6	VPS50_HUMAN	VPS50_HUMAN
T96060018922	GO:0005739	fp	Q9UID3	VPS51_HUMAN	VPS51_HUMAN
T96060018939	GO:0005739	fp	Q8IW00	VSTM4_HUMAN	VSTM4_HUMAN
T96060018940	GO:0005739	fp	A8MXK1	VSTM5_HUMAN	VSTM5_HUMAN
T96060018945	GO:0005739	fp	P02774	VTDB_HUMAN	VTDB_HUMAN
T96060018955	GO:0005739	fp	Q5GFL6	VWA2_HUMAN	VWA2_HUMAN
T96060018958	GO:0005739	fp	Q9Y334	VWA7_HUMAN	VWA7_HUMAN
T96060018968	GO:0005739	fp	Q7Z5K2	WAPL_HUMAN	WAPL_HUMAN
T96060018977	GO:0005739	fp	Q2M389	WASH7_HUMAN	WASH7_HUMAN
T96060018980	GO:0005739	fp	Q9Y2W2	WBP11_HUMAN	WBP11_HUMAN
T96060018989	GO:0005739	fp	Q6UE05	WBS28_HUMAN	WBS28_HUMAN
T96060018992	GO:0005739	fp	Q96P53	WDFY2_HUMAN	WDFY2_HUMAN
T96060018995	GO:0005739	fp	O75717	WDHD1_HUMAN	WDHD1_HUMAN
T96060018998	GO:0005739	fp	Q9H1Z4	WDR13_HUMAN	WDR13_HUMAN
T96060019000	GO:0005739	fp	Q9BV38	WDR18_HUMAN	WDR18_HUMAN
T96060019005	GO:0005739	fp	Q64LD2	WDR25_HUMAN	WDR25_HUMAN
T96060019010	GO:0005739	fp	Q96EX3	WDR34_HUMAN	WDR34_HUMAN
T96060019030	GO:0005739	fp	Q8WVS4	WDR60_HUMAN	WDR60_HUMAN
T96060019038	GO:0005739	fp	Q3MJ13	WDR72_HUMAN	WDR72_HUMAN
T96060019044	GO:0005739	fp	Q9Y4E6	WDR7_HUMAN	WDR7_HUMAN
T96060019048	GO:0005739	fp	Q86TI4	WDR86_HUMAN	WDR86_HUMAN
T96060019056	GO:0005739	fp	A6NE52	WDR97_HUMAN	WDR97_HUMAN
T96060019059	GO:0005739	fp	P0C1S8	WEE2_HUMAN	WEE2_HUMAN
T96060019071	GO:0005739	fp	Q8NEX5	WFDC9_HUMAN	WFDC9_HUMAN
T96060019072	GO:0005739	fp	Q96NZ8	WFKN1_HUMAN	WFKN1_HUMAN
