Protein	Gene.ID	Gene	Status	Guess	Alg
U3KQ09	ENSG00000170634	ACYP2	Predicted mitochondrial	fn	FRENKI
U3KQ56	ENSG00000137106	GRHPR	Known mitochondrial	fn	FRENKI
U3KQ63	ENSG00000146701	MDH2	Known mitochondrial	fn	FRENKI
U3KQ69	ENSG00000148824	MTG1	Known mitochondrial	fn	FRENKI
U3KQ94	ENSG00000170634	ACYP2	Predicted mitochondrial	fn	FRENKI
U3KQD9	ENSG00000087157	PGS1	Known mitochondrial	fn	FRENKI
U3KQE4	ENSG00000122335	SERAC1	Known mitochondrial	fn	FRENKI
U3KQG0	ENSG00000143374	TARS2	Known mitochondrial	fn	FRENKI
U3KQG3	ENSG00000122335	SERAC1	Known mitochondrial	fn	FRENKI
U3KQH8	ENSG00000161281	COX7A1	Known mitochondrial	fn	FRENKI
U3KQL2	ENSG00000170634	ACYP2	Predicted mitochondrial	fn	FRENKI
U3KQL4	ENSG00000137700	SLC37A4	Predicted mitochondrial	fn	FRENKI
U3KQM0	ENSG00000164040	PGRMC2	Predicted mitochondrial	fn	FRENKI
U3KQR4	ENSG00000164241	C5orf63	Predicted mitochondrial	fn	FRENKI
U3KQS2	ENSG00000137700	SLC37A4	Predicted mitochondrial	fn	FRENKI
U3KQT8	ENSG00000124523	SIRT5	Known mitochondrial	fn	FRENKI
U3KQU8	ENSG00000154814	OXNAD1	Known mitochondrial	fn	FRENKI
V9GY06	ENSG00000122912	SLC25A16	Known mitochondrial	fn	FRENKI
V9GY32	ENSG00000167113	COQ4	Known mitochondrial	fn	FRENKI
V9GY50	ENSG00000117862	TXNDC12	Known mitochondrial	fn	FRENKI
V9GY69	ENSG00000163644	PPM1K	Known mitochondrial	fn	FRENKI
V9GYA5	ENSG00000122912	SLC25A16	Known mitochondrial	fn	FRENKI
V9GYG0	ENSG00000151729	SLC25A4	Known mitochondrial	fn	FRENKI
V9GYK7	ENSG00000126768	TIMM17B	Known mitochondrial	fn	FRENKI
V9GYL4	ENSG00000132676	DAP3	Known mitochondrial	fn	FRENKI
V9GYP4	ENSG00000242110	AMACR	Known mitochondrial	fn	FRENKI
V9GYS0	ENSG00000126768	TIMM17B	Known mitochondrial	fn	FRENKI
V9GYS5	ENSG00000111906	HDDC2	Predicted mitochondrial	fn	FRENKI
V9GYU9	ENSG00000242110	AMACR	Known mitochondrial	fn	FRENKI
V9GYV4	ENSG00000117862	TXNDC12	Known mitochondrial	fn	FRENKI
V9GYW7	ENSG00000100364	KIAA0930	Predicted mitochondrial	fn	FRENKI
V9GYZ0	ENSG00000125779	PANK2	Known mitochondrial	fn	FRENKI
V9GYZ5	ENSG00000163644	PPM1K	Known mitochondrial	fn	FRENKI
V9GZ04	ENSG00000111906	HDDC2	Predicted mitochondrial	fn	FRENKI
V9GZ09	ENSG00000167113	COQ4	Known mitochondrial	fn	FRENKI
V9GZ37	ENSG00000204389	HSPA1A	Known mitochondrial	fn	FRENKI
V9GZ45	ENSG00000242110	AMACR	Known mitochondrial	fn	FRENKI
V9GZ62	ENSG00000100364	KIAA0930	Predicted mitochondrial	fn	FRENKI
V9GZ72	ENSG00000006744	ELAC2	Known mitochondrial	fn	FRENKI
V9GZ76	ENSG00000136628	EPRS	Predicted mitochondrial	fn	FRENKI
V9HW75	ENSG00000070081	NUCB2	Known mitochondrial	fn	FRENKI
X6R2L4	ENSG00000183207	RUVBL2	Known mitochondrial	fn	FRENKI
X6R3N0	ENSG00000143554	SLC27A3	Predicted mitochondrial	fn	FRENKI
X6R5Z6	ENSG00000168275	COA6	Known mitochondrial	fn	FRENKI
X6R631	ENSG00000162910	MRPL55	Known mitochondrial	fn	FRENKI
X6R6D0	ENSG00000160691	SHC1	Known mitochondrial	fn	FRENKI
X6R717	ENSG00000089876	DHX32	Known mitochondrial	fn	FRENKI
X6R772	ENSG00000130348	QRSL1	Known mitochondrial	fn	FRENKI
X6R9F1	ENSG00000134884	ARGLU1	Predicted mitochondrial	fn	FRENKI
X6RAY8	ENSG00000105364	MRPL4	Known mitochondrial	fn	FRENKI
